~id,~label,~from,~to,relationshipkey:String,value:String,effectivedate:String,sshPrnamt:String,sshPrnamtType:String
0001006378:124411109:924:20181114:40716:SH,13F-HR,"0001006378","124411109","20181114:0001006378:124411109:SEGALL BRYANT & HAMILL, LLC:924","924","20181114","40716","SH"
0000102909:45031U101:329:20181114:29428:SH,13F-HR,"0000102909","45031U101","20181114:0000102909:45031U101:VANGUARD GROUP INC:329","329","20181114","29428","SH"
0000102909:208242107:87:20181114:2475:SH,13F-HR,"0000102909","208242107","20181114:0000102909:208242107:VANGUARD GROUP INC:87","87","20181114","2475","SH"
0000102909:G6095L109:4246:20181123:50602:SH,13F-HR/A,"0000102909","G6095L109","20181123:0000102909:G6095L109:VANGUARD GROUP INC:4246","4246","20181123","50602","SH"
0001054074:37045V100:8:20181106:225:SH,13F-HR,"0001054074","37045V100","20181106:0001054074:37045V100:BESSEMER GROUP INC:8","8","20181106","225","SH"
0001009076:867224107:39:20181102:1000:SH,13F-HR,"0001009076","867224107","20181102:0001009076:867224107:COMMERCE BANK:39","39","20181102","1000","SH"
0001540826:011642105:947:20181026:16500:SH,13F-HR,"0001540826","011642105","20181026:0001540826:011642105:EULAV Asset Management:947","947","20181026","16500","SH"
0001027817:91359E105:22539:20181113:302899:SH,13F-HR,"0001027817","91359E105","20181113:0001027817:91359E105:ATLANTA CAPITAL MANAGEMENT CO L L C:22539","22539","20181113","302899","SH"
0001125816:535219109:610:20181025:41031:SH,13F-HR,"0001125816","535219109","20181025:0001125816:535219109:FIRST TRUST ADVISORS LP:610","610","20181025","41031","SH"
0001088950:27828N102:855:20181016:66625:SH,13F-HR,"0001088950","27828N102","20181016:0001088950:27828N102:RAYMOND JAMES TRUST N.A.:855","855","20181016","66625","SH"
0001029730:45773Y105:3:20181114:388:SH,13F-HR,"0001029730","45773Y105","20181114:0001029730:45773Y105:LADENBURG THALMANN FINANCIAL SERVICES INC.:3","3","20181114","388","SH"
0001059187:882508104:13183:20181108:122870:SH,13F-HR,"0001059187","882508104","20181108:0001059187:882508104:TWIN CAPITAL MANAGEMENT INC:13183","13183","20181108","122870","SH"
0001054074:257701201:266:20181106:18700:SH,13F-HR,"0001054074","257701201","20181106:0001054074:257701201:BESSEMER GROUP INC:266","266","20181106","18700","SH"
0000102909:36162J106:282:20181114:11193:SH,13F-HR,"0000102909","36162J106","20181114:0000102909:36162J106:VANGUARD GROUP INC:282","282","20181114","11193","SH"
0001029730:922908512:3140:20181114:27772:SH,13F-HR,"0001029730","922908512","20181114:0001029730:922908512:LADENBURG THALMANN FINANCIAL SERVICES INC.:3140","3140","20181114","27772","SH"
0001059187:89417E109:4170:20181108:32150:SH,13F-HR,"0001059187","89417E109","20181108:0001059187:89417E109:TWIN CAPITAL MANAGEMENT INC:4170","4170","20181108","32150","SH"
0001079112:72202D106:23008:20181025:953885:SH,13F-HR,"0001079112","72202D106","20181025:0001079112:72202D106:HOWLAND CAPITAL MANAGEMENT LLC:23008","23008","20181025","953885","SH"
0001008929:922908736:831:20181107:5163:SH,13F-HR,"0001008929","922908736","20181107:0001008929:922908736:PRIO WEALTH LIMITED PARTNERSHIP:831","831","20181107","5163","SH"
0001123274:172967424:11923:20181107:166196:SH,13F-HR,"0001123274","172967424","20181107:0001123274:172967424:Pictet & Cie (Europe) SA:11923","11923","20181107","166196","SH"
0001037389:874696107:11300:20181113:479200:SH,13F-HR,"0001037389","874696107","20181113:0001037389:874696107:RENAISSANCE TECHNOLOGIES LLC:11300","11300","20181113","479200","SH"
0001125816:115637209:235:20181025:4652:SH,13F-HR,"0001125816","115637209","20181025:0001125816:115637209:FIRST TRUST ADVISORS LP:235","235","20181025","4652","SH"
0001506796:148435100:11:20181004:10000:SH,13F-HR,"0001506796","148435100","20181004:0001506796:148435100:American Research & Management Co.:11","11","20181004","10000","SH"
0001009076:337932107:103:20180808:2858:SH,13F-HR,"0001009076","337932107","20180808:0001009076:337932107:COMMERCE BANK:103","103","20180808","2858","SH"
0000102909:761640200:1960:20181114:1101325:SH,13F-HR,"0000102909","761640200","20181114:0000102909:761640200:VANGUARD GROUP INC:1960","1960","20181114","1101325","SH"
0001125816:46138G508:3244:20181025:139999:SH,13F-HR,"0001125816","46138G508","20181025:0001125816:46138G508:FIRST TRUST ADVISORS LP:3244","3244","20181025","139999","SH"
0000102909:89469A104:436:20181123:9102:SH,13F-HR/A,"0000102909","89469A104","20181123:0000102909:89469A104:VANGUARD GROUP INC:436","436","20181123","9102","SH"
0001115418:198287203:2955:20181107:124992:SH,13F-HR,"0001115418","198287203","20181107:0001115418:198287203:RHUMBLINE ADVISERS:2955","2955","20181107","124992","SH"
0001021249:262077100:67:20181113:11272:SH,13F-HR,"0001021249","262077100","20181113:0001021249:262077100:UNITED SERVICES AUTOMOBILE ASSOCIATION:67","67","20181113","11272","SH"
0001040188:921943858:1494:20181101:34520:SH,13F-HR,"0001040188","921943858","20181101:0001040188:921943858:VICTORY CAPITAL MANAGEMENT INC:1494","1494","20181101","34520","SH"
0001125816:G6518L108:5910:20181025:213657:SH,13F-HR,"0001125816","G6518L108","20181025:0001125816:G6518L108:FIRST TRUST ADVISORS LP:5910","5910","20181025","213657","SH"
0001004244:191216100:3659:20181114:79230:SH,13F-HR,"0001004244","191216100","20181114:0001004244:191216100:NEW ENGLAND ASSET MANAGEMENT INC:3659","3659","20181114","79230","SH"
0001037389:45867G101:36520:20180813:496193:SH,13F-HR,"0001037389","45867G101","20180813:0001037389:45867G101:RENAISSANCE TECHNOLOGIES LLC:36520","36520","20180813","496193","SH"
0001025835:580135101:1092:20181026:6525:SH,13F-HR,"0001025835","580135101","20181026:0001025835:580135101:ENTERPRISE FINANCIAL SERVICES CORP:1092","1092","20181026","6525","SH"
0001007295:037833100:38287:20180815:206836:SH,13F-HR,"0001007295","037833100","20180815:0001007295:037833100:BRIDGES INVESTMENT MANAGEMENT INC:38287","38287","20180815","206836","SH"
0000102909:297425100:321:20181114:3528:SH,13F-HR,"0000102909","297425100","20181114:0000102909:297425100:VANGUARD GROUP INC:321","321","20181114","3528","SH"
0001020066:803607100:307122:20181114:1901564:SH,13F-HR,"0001020066","803607100","20181114:0001020066:803607100:SANDS CAPITAL MANAGEMENT, LLC:307122","307122","20181114","1901564","SH"
0001084208:57886P103:5462:20180814:98395:SH,13F-HR,"0001084208","57886P103","20180814:0001084208:57886P103:RAYMOND JAMES & ASSOCIATES:5462","5462","20180814","98395","SH"
0001021223:37733W105:7890:20181113:196406:SH,13F-HR,"0001021223","37733W105","20181113:0001021223:37733W105:KAYNE ANDERSON RUDNICK INVESTMENT MANAGEMENT LLC:7890","7890","20181113","196406","SH"
0001039765:78463V107:808:20180810:6811:SH,13F-HR,"0001039765","78463V107","20180810:0001039765:78463V107:ING GROEP NV:808","808","20180810","6811","SH"
0001025835:292505104:16:20181026:1193:SH,13F-HR,"0001025835","292505104","20181026:0001025835:292505104:ENTERPRISE FINANCIAL SERVICES CORP:16","16","20181026","1193","SH"
0001029730:000375204:3:20181114:110:SH,13F-HR,"0001029730","000375204","20181114:0001029730:000375204:LADENBURG THALMANN FINANCIAL SERVICES INC.:3","3","20181114","110","SH"
0001002784:902788108:252:20180810:3300:SH,13F-HR,"0001002784","902788108","20180810:0001002784:902788108:SHELTON CAPITAL MANAGEMENT:252","252","20180810","3300","SH"
0001025835:17133Q502:19:20181026:543:SH,13F-HR,"0001025835","17133Q502","20181026:0001025835:17133Q502:ENTERPRISE FINANCIAL SERVICES CORP:19","19","20181026","543","SH"
0001037389:398438408:11865:20181113:555204:SH,13F-HR,"0001037389","398438408","20181113:0001037389:398438408:RENAISSANCE TECHNOLOGIES LLC:11865","11865","20181113","555204","SH"
0001025835:233051200:55:20181026:1709:SH,13F-HR,"0001025835","233051200","20181026:0001025835:233051200:ENTERPRISE FINANCIAL SERVICES CORP:55","55","20181026","1709","SH"
0001021249:840441109:475:20181113:5792:SH,13F-HR,"0001021249","840441109","20181113:0001021249:840441109:UNITED SERVICES AUTOMOBILE ASSOCIATION:475","475","20181113","5792","SH"
0001007295:456002997:160:20180815:1706:SH,13F-HR,"0001007295","456002997","20180815:0001007295:456002997:BRIDGES INVESTMENT MANAGEMENT INC:160","160","20180815","1706","SH"
0001115418:494274103:584:20181107:34895:SH,13F-HR,"0001115418","494274103","20181107:0001115418:494274103:RHUMBLINE ADVISERS:584","584","20181107","34895","SH"
0001082849:00287Y109:156:20181009:1649:SH,13F-HR,"0001082849","00287Y109","20181009:0001082849:00287Y109:TRUST DEPARTMENT MB FINANCIAL BANK N A:156","156","20181009","1649","SH"
0000102909:38268T103:66:20181123:9158:SH,13F-HR/A,"0000102909","38268T103","20181123:0000102909:38268T103:VANGUARD GROUP INC:66","66","20181123","9158","SH"
0001179392:192479103:2927:20181114:17000:SH,13F-HR,"0001179392","192479103","20181114:0001179392:192479103:TWO SIGMA INVESTMENTS, LP:2927","2927","20181114","17000","SH"
0001019231:78462F103:59407:20181113:204346:SH,13F-HR,"0001019231","78462F103","20181113:0001019231:78462F103:UNIVERSITY OF TEXAS/TEXAS AM INVESTMENT MANAGMENT CO:59407","59407","20181113","204346","SH"
0001011659:907818108:6595:20180810:46552:SH,13F-HR,"0001011659","907818108","20180810:0001011659:907818108:MUFG Americas Holdings Corp:6595","6595","20180810","46552","SH"
0001082327:199908104:28726:20181113:509323:SH,13F-HR,"0001082327","199908104","20181113:0001082327:199908104:FULLER & THALER ASSET MANAGEMENT, INC.:28726","28726","20181113","509323","SH"
0001021249:81282V100:312:20181113:9937:SH,13F-HR,"0001021249","81282V100","20181113:0001021249:81282V100:UNITED SERVICES AUTOMOBILE ASSOCIATION:312","312","20181113","9937","SH"
0001029730:91822J103:10:20181114:4000:SH,13F-HR,"0001029730","91822J103","20181114:0001029730:91822J103:LADENBURG THALMANN FINANCIAL SERVICES INC.:10","10","20181114","4000","SH"
0000102909:01748H107:477:20181123:11443:SH,13F-HR/A,"0000102909","01748H107","20181123:0000102909:01748H107:VANGUARD GROUP INC:477","477","20181123","11443","SH"
0001013536:457187102:157268:20180813:1420667:SH,13F-HR,"0001013536","457187102","20180813:0001013536:457187102:AJO, LP:157268","157268","20180813","1420667","SH"
0001008894:827048109:58388:20181015:2100280:SH,13F-HR,"0001008894","827048109","20181015:0001008894:827048109:DEPRINCE RACE & ZOLLO INC:58388","58388","20181015","2100280","SH"
0000102909:868168105:29:20181123:1718:SH,13F-HR/A,"0000102909","868168105","20181123:0000102909:868168105:VANGUARD GROUP INC:29","29","20181123","1718","SH"
0001029730:09250W107:65:20181114:1521:SH,13F-HR,"0001029730","09250W107","20181114:0001029730:09250W107:LADENBURG THALMANN FINANCIAL SERVICES INC.:65","65","20181114","1521","SH"
0001008894:858155203:59215:20181015:3200809:SH,13F-HR,"0001008894","858155203","20181015:0001008894:858155203:DEPRINCE RACE & ZOLLO INC:59215","59215","20181015","3200809","SH"
0001009207:092113109:2312:20181114:39799:SH,13F-HR,"0001009207","092113109","20181114:0001009207:092113109:D. E. Shaw & Co., Inc.:2312","2312","20181114","39799","SH"
0001002784:148806102:424:20181114:9318:SH,13F-HR,"0001002784","148806102","20181114:0001002784:148806102:SHELTON CAPITAL MANAGEMENT:424","424","20181114","9318","SH"
0001029730:654902204:17:20181114:3003:SH,13F-HR,"0001029730","654902204","20181114:0001029730:654902204:LADENBURG THALMANN FINANCIAL SERVICES INC.:17","17","20181114","3003","SH"
0001013536:76117W109:5733:20181113:442697:SH,13F-HR,"0001013536","76117W109","20181113:0001013536:76117W109:AJO, LP:5733","5733","20181113","442697","SH"
0001037389:16936R105:981:20181113:278000:SH,13F-HR,"0001037389","16936R105","20181113:0001037389:16936R105:RENAISSANCE TECHNOLOGIES LLC:981","981","20181113","278000","SH"
0001089911:316390202:205:20181024:10788:SH,13F-HR,"0001089911","316390202","20181024:0001089911:316390202:PILLAR PACIFIC CAPITAL MANAGEMENT LLC:205","205","20181024","10788","SH"
0001025835:83088M102:4:20181026:40:SH,13F-HR,"0001025835","83088M102","20181026:0001025835:83088M102:ENTERPRISE FINANCIAL SERVICES CORP:4","4","20181026","40","SH"
0000102909:42805E306:44357:20181114:391465:SH,13F-HR,"0000102909","42805E306","20181114:0000102909:42805E306:VANGUARD GROUP INC:44357","44357","20181114","391465","SH"
0001001085:74340W103:160628:20181115:2369500:SH,13F-HR/A,"0001001085","74340W103","20181115:0001001085:74340W103:BROOKFIELD ASSET MANAGEMENT INC.:160628","160628","20181115","2369500","SH"
0001616654:957638109:6:20181009:100:SH,13F-HR,"0001616654","957638109","20181009:0001616654:957638109:NEXT Financial Group, Inc:6","6","20181009","100","SH"
0001009207:169656105:18778:20180814:43531:SH,13F-HR,"0001009207","169656105","20180814:0001009207:169656105:D. E. Shaw & Co., Inc.:18778","18778","20180814","43531","SH"
0001021926:122017106:4296:20181102:26366:SH,13F-HR,"0001021926","122017106","20181102:0001021926:122017106:CIBC Asset Management Inc:4296","4296","20181102","26366","SH"
0001078658:78467y107:303:20181017:825:SH,13F-HR,"0001078658","78467y107","20181017:0001078658:78467y107:HOWARD CAPITAL MANAGEMENT:303","303","20181017","825","SH"
0000102909:45665G303:5888:20181114:2172865:SH,13F-HR,"0000102909","45665G303","20181114:0000102909:45665G303:VANGUARD GROUP INC:5888","5888","20181114","2172865","SH"
0001037763:531465102:1:20181005:36:SH,13F-HR,"0001037763","531465102","20181005:0001037763:531465102:OPTIMUM INVESTMENT ADVISORS:1","1","20181005","36","SH"
0001053013:92826C839:1292:20180726:9754:SH,13F-HR/A,"0001053013","92826C839","20180726:0001053013:92826C839:AMARILLO NATIONAL BANK:1292","1292","20180726","9754","SH"
0001029730:00507V109:3668:20181114:44093:SH,13F-HR,"0001029730","00507V109","20181114:0001029730:00507V109:LADENBURG THALMANN FINANCIAL SERVICES INC.:3668","3668","20181114","44093","SH"
0001002784:743315103:244:20180810:4123:SH,13F-HR,"0001002784","743315103","20180810:0001002784:743315103:SHELTON CAPITAL MANAGEMENT:244","244","20180810","4123","SH"
0001054074:962166104:36:20181106:1104:SH,13F-HR,"0001054074","962166104","20181106:0001054074:962166104:BESSEMER GROUP INC:36","36","20181106","1104","SH"
0000102909:62944T105:2893:20181114:1171:SH,13F-HR,"0000102909","62944T105","20181114:0000102909:62944T105:VANGUARD GROUP INC:2893","2893","20181114","1171","SH"
0000102909:92852W204:2615:20181123:975694:SH,13F-HR/A,"0000102909","92852W204","20181123:0000102909:92852W204:VANGUARD GROUP INC:2615","2615","20181123","975694","SH"
0001029730:78463X848:9:20181114:250:SH,13F-HR,"0001029730","78463X848","20181114:0001029730:78463X848:LADENBURG THALMANN FINANCIAL SERVICES INC.:9","9","20181114","250","SH"
0001082917:147448104:12185:20180807:475772:SH,13F-HR,"0001082917","147448104","20180807:0001082917:147448104:GW&K Investment Management, LLC:12185","12185","20180807","475772","SH"
0001009076:464287457:113:20180808:1360:SH,13F-HR,"0001009076","464287457","20180808:0001009076:464287457:COMMERCE BANK:113","113","20180808","1360","SH"
0001040188:691497309:518:20181101:5745:SH,13F-HR,"0001040188","691497309","20181101:0001040188:691497309:VICTORY CAPITAL MANAGEMENT INC:518","518","20181101","5745","SH"
0001008322:98884U108:1955:20181108:132550:SH,13F-HR,"0001008322","98884U108","20181108:0001008322:98884U108:THOMPSON SIEGEL & WALMSLEY LLC:1955","1955","20181108","132550","SH"
0000102212:30161N101:355:20181010:8136:SH,13F-HR,"0000102212","30161N101","20181010:0000102212:30161N101:UNIVEST CORP OF PENNSYLVANIA:355","355","20181010","8136","SH"
0001080114:02079K305:35017:20181018:29010:SH,13F-HR,"0001080114","02079K305","20181018:0001080114:02079K305:OAKBROOK INVESTMENTS LLC:35017","35017","20181018","29010","SH"
0001029730:985817105:20:20181114:400:SH,13F-HR,"0001029730","985817105","20181114:0001029730:985817105:LADENBURG THALMANN FINANCIAL SERVICES INC.:20","20","20181114","400","SH"
0001005817:H1467J104:393:20181018:2940:SH,13F-HR,"0001005817","H1467J104","20181018:0001005817:H1467J104:TOMPKINS FINANCIAL CORP:393","393","20181018","2940","SH"
0001037763:874054109:21:20181005:150:SH,13F-HR,"0001037763","874054109","20181005:0001037763:874054109:OPTIMUM INVESTMENT ADVISORS:21","21","20181005","150","SH"
0001062842:298736109:251:20181109:2505:SH,13F-HR,"0001062842","298736109","20181109:0001062842:298736109:BOSTON ADVISORS LLC:251","251","20181109","2505","SH"
0000102909:517834107:7793:20181123:131345:SH,13F-HR/A,"0000102909","517834107","20181123:0000102909:517834107:VANGUARD GROUP INC:7793","7793","20181123","131345","SH"
0001041283:037833100:53:20181012:235:SH,13F-HR,"0001041283","037833100","20181012:0001041283:037833100:SPIRIT OF AMERICA MANAGEMENT CORP/NY:53","53","20181012","235","SH"
0001040188:40414L109:3531:20180802:136765:SH,13F-HR,"0001040188","40414L109","20180802:0001040188:40414L109:VICTORY CAPITAL MANAGEMENT INC:3531","3531","20180802","136765","SH"
0001062842:91324P102:816:20181109:3067:SH,13F-HR,"0001062842","91324P102","20181109:0001062842:91324P102:BOSTON ADVISORS LLC:816","816","20181109","3067","SH"
0001535784:406216101:377:20181114:9312:SH,13F-HR,"0001535784","406216101","20181114:0001535784:406216101:Lombard Odier Asset Management (Europe) Ltd:377","377","20181114","9312","SH"
0000102909:62426E402:72:20181114:34405:SH,13F-HR,"0000102909","62426E402","20181114:0000102909:62426E402:VANGUARD GROUP INC:72","72","20181114","34405","SH"
0001167456:48661U102:2453:20180814:250000:SH,13F-HR,"0001167456","48661U102","20180814:0001167456:48661U102:CNH PARTNERS LLC:2453","2453","20180814","250000","SH"
0001029730:83413U100:6:20181114:280:SH,13F-HR,"0001029730","83413U100","20181114:0001029730:83413U100:LADENBURG THALMANN FINANCIAL SERVICES INC.:6","6","20181114","280","SH"
0000102212:03836W103:208:20181010:5636:SH,13F-HR,"0000102212","03836W103","20181010:0000102212:03836W103:UNIVEST CORP OF PENNSYLVANIA:208","208","20181010","5636","SH"
0001037763:494368103:223:20181005:2114:SH,13F-HR,"0001037763","494368103","20181005:0001037763:494368103:OPTIMUM INVESTMENT ADVISORS:223","223","20181005","2114","SH"
0001016287:370334104:6820:20180813:154084:SH,13F-HR,"0001016287","370334104","20180813:0001016287:370334104:MATRIX ASSET ADVISORS INC/NY:6820","6820","20180813","154084","SH"
0001125816:294268107:1055:20181025:11383:SH,13F-HR,"0001125816","294268107","20181025:0001125816:294268107:FIRST TRUST ADVISORS LP:1055","1055","20181025","11383","SH"
0001054074:15201P109:26:20181106:934:SH,13F-HR,"0001054074","15201P109","20181106:0001054074:15201P109:BESSEMER GROUP INC:26","26","20181106","934","SH"
0001592615:34959J108:4:20181015:50:SH,13F-HR,"0001592615","34959J108","20181015:0001592615:34959J108:Page Arthur B:4","4","20181015","50","SH"
0001088950:90130A101:292:20181016:6294:SH,13F-HR,"0001088950","90130A101","20181016:0001088950:90130A101:RAYMOND JAMES TRUST N.A.:292","292","20181016","6294","SH"
0001037389:92189F817:820:20180813:41900:SH,13F-HR,"0001037389","92189F817","20180813:0001037389:92189F817:RENAISSANCE TECHNOLOGIES LLC:820","820","20180813","41900","SH"
0000102909:890516107:530:20181114:18131:SH,13F-HR,"0000102909","890516107","20181114:0000102909:890516107:VANGUARD GROUP INC:530","530","20181114","18131","SH"
0001054074:122017106:21:20181106:126:SH,13F-HR,"0001054074","122017106","20181106:0001054074:122017106:BESSEMER GROUP INC:21","21","20181106","126","SH"
0001076809:92243N103:3457:20180814:360900:SH,13F-HR,"0001076809","92243N103","20180814:0001076809:92243N103:GLAZER CAPITAL, LLC:3457","3457","20180814","360900","SH"
0001054074:743815102:238:20181106:3540:SH,13F-HR,"0001054074","743815102","20181106:0001054074:743815102:BESSEMER GROUP INC:238","238","20181106","3540","SH"
0001599670:458140100:4020:20181113:85000:SH,13F-HR,"0001599670","458140100","20181113:0001599670:458140100:Barbara Oil Co.:4020","4020","20181113","85000","SH"
0001009207:00846U101:259005:20180814:4188310:SH,13F-HR,"0001009207","00846U101","20180814:0001009207:00846U101:D. E. Shaw & Co., Inc.:259005","259005","20180814","4188310","SH"
0001009207:35471R106:488:20180814:57035:SH,13F-HR,"0001009207","35471R106","20180814:0001009207:35471R106:D. E. Shaw & Co., Inc.:488","488","20180814","57035","SH"
0001084208:30292L107:1813:20180814:28000:SH,13F-HR,"0001084208","30292L107","20180814:0001084208:30292L107:RAYMOND JAMES & ASSOCIATES:1813","1813","20180814","28000","SH"
0001029730:587376104:2:20181114:53:SH,13F-HR,"0001029730","587376104","20181114:0001029730:587376104:LADENBURG THALMANN FINANCIAL SERVICES INC.:2","2","20181114","53","SH"
0000102909:387437114:2009:20181114:46800:SH,13F-HR,"0000102909","387437114","20181114:0000102909:387437114:VANGUARD GROUP INC:2009","2009","20181114","46800","SH"
0001009076:465562106:418:20180808:40227:SH,13F-HR,"0001009076","465562106","20180808:0001009076:465562106:COMMERCE BANK:418","418","20180808","40227","SH"
0001021249:594960304:13:20181113:10983:SH,13F-HR,"0001021249","594960304","20181113:0001021249:594960304:UNITED SERVICES AUTOMOBILE ASSOCIATION:13","13","20181113","10983","SH"
0001037389:288853104:10108:20180813:391800:SH,13F-HR,"0001037389","288853104","20180813:0001037389:288853104:RENAISSANCE TECHNOLOGIES LLC:10108","10108","20180813","391800","SH"
0001009207:12673P105:19683:20180814:552124:SH,13F-HR,"0001009207","12673P105","20180814:0001009207:12673P105:D. E. Shaw & Co., Inc.:19683","19683","20180814","552124","SH"
0001011659:780259206:2493:20181114:36581:SH,13F-HR,"0001011659","780259206","20181114:0001011659:780259206:MUFG Americas Holdings Corp:2493","2493","20181114","36581","SH"
0001040188:29084Q100:1193:20180802:15654:SH,13F-HR,"0001040188","29084Q100","20180802:0001040188:29084Q100:VICTORY CAPITAL MANAGEMENT INC:1193","1193","20180802","15654","SH"
0000102909:127387108:12934:20181123:285390:SH,13F-HR/A,"0000102909","127387108","20181123:0000102909:127387108:VANGUARD GROUP INC:12934","12934","20181123","285390","SH"
0001016150:983793100:5608:20180814:55978:SH,13F-HR,"0001016150","983793100","20180814:0001016150:983793100:MORGENS WATERFALL VINTIADIS & CO INC:5608","5608","20180814","55978","SH"
0001029730:87901J105:0:20181114:35:SH,13F-HR,"0001029730","87901J105","20181114:0001029730:87901J105:LADENBURG THALMANN FINANCIAL SERVICES INC.:0","0","20181114","35","SH"
0001079935:92343V104:191:20181018:3585:SH,13F-HR,"0001079935","92343V104","20181018:0001079935:92343V104:SIGNATURE ESTATE & INVESTMENT ADVISORS LLC:191","191","20181018","3585","SH"
0001039765:172967424:8366:20181106:116621:SH,13F-HR,"0001039765","172967424","20181106:0001039765:172967424:ING GROEP NV:8366","8366","20181106","116621","SH"
0001567390:053015103:3095:20180814:23071:SH,13F-HR,"0001567390","053015103","20180814:0001567390:053015103:Mariner Wealth Advisors-Cincinnati, LLC:3095","3095","20180814","23071","SH"
0001037389:M5920A109:2901:20180813:684300:SH,13F-HR,"0001037389","M5920A109","20180813:0001037389:M5920A109:RENAISSANCE TECHNOLOGIES LLC:2901","2901","20180813","684300","SH"
0001021258:413875105:56:20181026:333:SH,13F-HR,"0001021258","413875105","20181026:0001021258:413875105:BALDWIN BROTHERS INC/MA:56","56","20181026","333","SH"
0001079935:98978V103:112:20181018:1219:SH,13F-HR,"0001079935","98978V103","20181018:0001079935:98978V103:SIGNATURE ESTATE & INVESTMENT ADVISORS LLC:112","112","20181018","1219","SH"
0000102909:189054109:19317:20181114:128432:SH,13F-HR,"0000102909","189054109","20181114:0000102909:189054109:VANGUARD GROUP INC:19317","19317","20181114","128432","SH"
0001115418:58468P206:445:20181107:35593:SH,13F-HR,"0001115418","58468P206","20181107:0001115418:58468P206:RHUMBLINE ADVISERS:445","445","20181107","35593","SH"
0001029730:72200R107:58:20181114:4500:SH,13F-HR,"0001029730","72200R107","20181114:0001029730:72200R107:LADENBURG THALMANN FINANCIAL SERVICES INC.:58","58","20181114","4500","SH"
0001011659:458140100:104:20181114:2200:SH,13F-HR,"0001011659","458140100","20181114:0001011659:458140100:MUFG Americas Holdings Corp:104","104","20181114","2200","SH"
0001076598:457985208:7480:20181115:135167:SH,13F-HR/A,"0001076598","457985208","20181115:0001076598:457985208:EATON VANCE MANAGEMENT:7480","7480","20181115","135167","SH"
0001029730:058498106:310:20181114:7039:SH,13F-HR,"0001029730","058498106","20181114:0001029730:058498106:LADENBURG THALMANN FINANCIAL SERVICES INC.:310","310","20181114","7039","SH"
0001021249:44930G107:917:20181113:3244:SH,13F-HR,"0001021249","44930G107","20181113:0001021249:44930G107:UNITED SERVICES AUTOMOBILE ASSOCIATION:917","917","20181113","3244","SH"
0000102909:00724F101:42657:20181123:158018:SH,13F-HR/A,"0000102909","00724F101","20181123:0000102909:00724F101:VANGUARD GROUP INC:42657","42657","20181123","158018","SH"
0001040188:635906100:1106:20180802:15719:SH,13F-HR,"0001040188","635906100","20180802:0001040188:635906100:VICTORY CAPITAL MANAGEMENT INC:1106","1106","20180802","15719","SH"
0001037763:97717W844:4:20181005:74:SH,13F-HR,"0001037763","97717W844","20181005:0001037763:97717W844:OPTIMUM INVESTMENT ADVISORS:4","4","20181005","74","SH"
0001008937:316773100:1094:20181106:39178:SH,13F-HR,"0001008937","316773100","20181106:0001008937:316773100:TRUST CO OF TOLEDO NA /OH/:1094","1094","20181106","39178","SH"
0000102909:89417E109:10465:20181123:80679:SH,13F-HR/A,"0000102909","89417E109","20181123:0000102909:89417E109:VANGUARD GROUP INC:10465","10465","20181123","80679","SH"
0001586052:464288729:19:20181113:200:SH,13F-HR,"0001586052","464288729","20181113:0001586052:464288729:Focused Wealth Management, Inc:19","19","20181113","200","SH"
0001021642:883556102:5559:20181113:22775:SH,13F-HR,"0001021642","883556102","20181113:0001021642:883556102:VAUGHAN NELSON INVESTMENT MANAGEMENT, L.P.:5559","5559","20181113","22775","SH"
0001029730:46434V282:0:20181114:0:SH,13F-HR,"0001029730","46434V282","20181114:0001029730:46434V282:LADENBURG THALMANN FINANCIAL SERVICES INC.:0","0","20181114","0","SH"
0001381296:17275R102:2457:20181114:50507:SH,13F-HR,"0001381296","17275R102","20181114:0001381296:17275R102:Aureus Asset Management, LLC:2457","2457","20181114","50507","SH"
0001005607:464287598:2552:20181026:20155:SH,13F-HR,"0001005607","464287598","20181026:0001005607:464287598:OSBORNE PARTNERS CAPITAL MANAGEMENT, LLC:2552","2552","20181026","20155","SH"
0001009215:254687106:2817:20181113:24095:SH,13F-HR,"0001009215","254687106","20181113:0001009215:254687106:COLUMBIA PARTNERS L.L.C. INVESTMENT MANAGEMENT:2817","2817","20181113","24095","SH"
0000102909:32051X108:194:20181114:7127:SH,13F-HR,"0000102909","32051X108","20181114:0000102909:32051X108:VANGUARD GROUP INC:194","194","20181114","7127","SH"
0001082020:26078J100:3720:20181031:57394:SH,13F-HR,"0001082020","26078J100","20181031:0001082020:26078J100:BOYS ARNOLD & CO INC:3720","3720","20181031","57394","SH"
0001009207:12685J105:2022:20180814:2758:SH,13F-HR,"0001009207","12685J105","20180814:0001009207:12685J105:D. E. Shaw & Co., Inc.:2022","2022","20180814","2758","SH"
0001041283:30231G102:145:20180710:1750:SH,13F-HR,"0001041283","30231G102","20180710:0001041283:30231G102:SPIRIT OF AMERICA MANAGEMENT CORP/NY:145","145","20180710","1750","SH"
0001029730:447011107:13:20181114:467:SH,13F-HR,"0001029730","447011107","20181114:0001029730:447011107:LADENBURG THALMANN FINANCIAL SERVICES INC.:13","13","20181114","467","SH"
0001037389:377322102:15597:20180813:505900:SH,13F-HR,"0001037389","377322102","20180813:0001037389:377322102:RENAISSANCE TECHNOLOGIES LLC:15597","15597","20180813","505900","SH"
